date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:32:40	19491/19491	---MCZ	200	added ('OK')	text/html	date:Wed,%2022%20Mar%202023%2009:02:30%20GMT	https://p.w3layouts.com/demosWTR/Freedom/30-11-2019/livin-freedom_demo_Free/1835362585/web/gallery.html	C:/My%20Web%20Sites/livinhomedecore/p.w3layouts.com/demosWTR/Freedom/30-11-2019/livin-freedom_demo_Free/1835362585/web/gallery.html	(from https://p.w3layouts.com/demosWTR/Freedom/30-11-2019/livin-freedom_demo_Free/1835362585/web/index.html)
14:32:40	20281/20281	---MCZ	200	added ('OK')	text/html	date:Wed,%2022%20Mar%202023%2009:02:31%20GMT	https://p.w3layouts.com/demosWTR/Freedom/30-11-2019/livin-freedom_demo_Free/1835362585/web/portfolio.html	C:/My%20Web%20Sites/livinhomedecore/p.w3layouts.com/demosWTR/Freedom/30-11-2019/livin-freedom_demo_Free/1835362585/web/portfolio.html	(from https://p.w3layouts.com/demosWTR/Freedom/30-11-2019/livin-freedom_demo_Free/1835362585/web/index.html)
14:32:40	20958/20958	---MCZ	200	added ('OK')	text/html	date:Wed,%2022%20Mar%202023%2009:02:31%20GMT	https://p.w3layouts.com/demosWTR/Freedom/30-11-2019/livin-freedom_demo_Free/1835362585/web/single.html	C:/My%20Web%20Sites/livinhomedecore/p.w3layouts.com/demosWTR/Freedom/30-11-2019/livin-freedom_demo_Free/1835362585/web/single.html	(from https://p.w3layouts.com/demosWTR/Freedom/30-11-2019/livin-freedom_demo_Free/1835362585/web/index.html)
14:32:41	29246/29246	---MCZ	200	added ('OK')	text/html	date:Wed,%2022%20Mar%202023%2009:02:31%20GMT	https://p.w3layouts.com/demosWTR/Freedom/30-11-2019/livin-freedom_demo_Free/1835362585/web/blog.html	C:/My%20Web%20Sites/livinhomedecore/p.w3layouts.com/demosWTR/Freedom/30-11-2019/livin-freedom_demo_Free/1835362585/web/blog.html	(from https://p.w3layouts.com/demosWTR/Freedom/30-11-2019/livin-freedom_demo_Free/1835362585/web/index.html)
14:32:41	23716/23716	---MCZ	200	added ('OK')	text/html	date:Wed,%2022%20Mar%202023%2009:02:31%20GMT	https://p.w3layouts.com/demosWTR/Freedom/30-11-2019/livin-freedom_demo_Free/1835362585/web/blog-single.html	C:/My%20Web%20Sites/livinhomedecore/p.w3layouts.com/demosWTR/Freedom/30-11-2019/livin-freedom_demo_Free/1835362585/web/blog-single.html	(from https://p.w3layouts.com/demosWTR/Freedom/30-11-2019/livin-freedom_demo_Free/1835362585/web/index.html)
14:32:41	20194/20194	---MCZ	200	added ('OK')	text/html	date:Wed,%2022%20Mar%202023%2009:02:32%20GMT	https://p.w3layouts.com/demosWTR/Freedom/30-11-2019/livin-freedom_demo_Free/1835362585/web/faq.html	C:/My%20Web%20Sites/livinhomedecore/p.w3layouts.com/demosWTR/Freedom/30-11-2019/livin-freedom_demo_Free/1835362585/web/faq.html	(from https://p.w3layouts.com/demosWTR/Freedom/30-11-2019/livin-freedom_demo_Free/1835362585/web/index.html)
14:32:42	20454/20454	---MCZ	200	added ('OK')	text/html	date:Wed,%2022%20Mar%202023%2009:02:32%20GMT	https://p.w3layouts.com/demosWTR/Freedom/30-11-2019/livin-freedom_demo_Free/1835362585/web/timeline.html	C:/My%20Web%20Sites/livinhomedecore/p.w3layouts.com/demosWTR/Freedom/30-11-2019/livin-freedom_demo_Free/1835362585/web/timeline.html	(from https://p.w3layouts.com/demosWTR/Freedom/30-11-2019/livin-freedom_demo_Free/1835362585/web/index.html)
14:32:42	21808/21808	---MCZ	200	added ('OK')	text/html	date:Wed,%2022%20Mar%202023%2009:02:32%20GMT	https://p.w3layouts.com/demosWTR/Freedom/30-11-2019/livin-freedom_demo_Free/1835362585/web/search-results.html	C:/My%20Web%20Sites/livinhomedecore/p.w3layouts.com/demosWTR/Freedom/30-11-2019/livin-freedom_demo_Free/1835362585/web/search-results.html	(from https://p.w3layouts.com/demosWTR/Freedom/30-11-2019/livin-freedom_demo_Free/1835362585/web/index.html)
14:32:42	8459/8459	---MCZ	200	added ('OK')	text/html	date:Wed,%2022%20Mar%202023%2009:02:33%20GMT	https://p.w3layouts.com/demosWTR/Freedom/30-11-2019/livin-freedom_demo_Free/1835362585/web/error.html	C:/My%20Web%20Sites/livinhomedecore/p.w3layouts.com/demosWTR/Freedom/30-11-2019/livin-freedom_demo_Free/1835362585/web/error.html	(from https://p.w3layouts.com/demosWTR/Freedom/30-11-2019/livin-freedom_demo_Free/1835362585/web/index.html)
14:32:42	10540/10540	---MCZ	200	added ('OK')	text/html	date:Wed,%2022%20Mar%202023%2009:02:33%20GMT	https://p.w3layouts.com/demosWTR/Freedom/30-11-2019/livin-freedom_demo_Free/1835362585/web/coming-soon.html	C:/My%20Web%20Sites/livinhomedecore/p.w3layouts.com/demosWTR/Freedom/30-11-2019/livin-freedom_demo_Free/1835362585/web/coming-soon.html	(from https://p.w3layouts.com/demosWTR/Freedom/30-11-2019/livin-freedom_demo_Free/1835362585/web/index.html)
14:32:43	31273/31273	---MCZ	200	added ('OK')	text/html	date:Wed,%2022%20Mar%202023%2009:02:33%20GMT	https://p.w3layouts.com/demosWTR/Freedom/30-11-2019/livin-freedom_demo_Free/1835362585/web/email-template.html	C:/My%20Web%20Sites/livinhomedecore/p.w3layouts.com/demosWTR/Freedom/30-11-2019/livin-freedom_demo_Free/1835362585/web/email-template.html	(from https://p.w3layouts.com/demosWTR/Freedom/30-11-2019/livin-freedom_demo_Free/1835362585/web/index.html)
14:32:43	32211/32211	---MCZ	200	added ('OK')	text/html	date:Wed,%2022%20Mar%202023%2009:02:34%20GMT	https://p.w3layouts.com/demosWTR/Freedom/30-11-2019/livin-freedom_demo_Free/1835362585/web/ecommerce.html	C:/My%20Web%20Sites/livinhomedecore/p.w3layouts.com/demosWTR/Freedom/30-11-2019/livin-freedom_demo_Free/1835362585/web/ecommerce.html	(from https://p.w3layouts.com/demosWTR/Freedom/30-11-2019/livin-freedom_demo_Free/1835362585/web/index.html)
14:32:43	20709/20709	---MCZ	200	added ('OK')	text/html	date:Wed,%2022%20Mar%202023%2009:02:34%20GMT	https://p.w3layouts.com/demosWTR/Freedom/30-11-2019/livin-freedom_demo_Free/1835362585/web/ecommerce-cart.html	C:/My%20Web%20Sites/livinhomedecore/p.w3layouts.com/demosWTR/Freedom/30-11-2019/livin-freedom_demo_Free/1835362585/web/ecommerce-cart.html	(from https://p.w3layouts.com/demosWTR/Freedom/30-11-2019/livin-freedom_demo_Free/1835362585/web/index.html)
14:32:44	25819/25819	---MCZ	200	added ('OK')	text/html	date:Wed,%2022%20Mar%202023%2009:02:34%20GMT	https://p.w3layouts.com/demosWTR/Freedom/30-11-2019/livin-freedom_demo_Free/1835362585/web/ecommerce-single.html	C:/My%20Web%20Sites/livinhomedecore/p.w3layouts.com/demosWTR/Freedom/30-11-2019/livin-freedom_demo_Free/1835362585/web/ecommerce-single.html	(from https://p.w3layouts.com/demosWTR/Freedom/30-11-2019/livin-freedom_demo_Free/1835362585/web/index.html)
14:32:44	8990/8990	---MCZ	200	added ('OK')	text/html	date:Wed,%2022%20Mar%202023%2009:02:35%20GMT	https://p.w3layouts.com/demosWTR/Freedom/30-11-2019/livin-freedom_demo_Free/1835362585/web/login.html	C:/My%20Web%20Sites/livinhomedecore/p.w3layouts.com/demosWTR/Freedom/30-11-2019/livin-freedom_demo_Free/1835362585/web/login.html	(from https://p.w3layouts.com/demosWTR/Freedom/30-11-2019/livin-freedom_demo_Free/1835362585/web/index.html)
14:32:45	9194/9194	---MCZ	200	added ('OK')	text/html	date:Wed,%2022%20Mar%202023%2009:02:35%20GMT	https://p.w3layouts.com/demosWTR/Freedom/30-11-2019/livin-freedom_demo_Free/1835362585/web/signup.html	C:/My%20Web%20Sites/livinhomedecore/p.w3layouts.com/demosWTR/Freedom/30-11-2019/livin-freedom_demo_Free/1835362585/web/signup.html	(from https://p.w3layouts.com/demosWTR/Freedom/30-11-2019/livin-freedom_demo_Free/1835362585/web/index.html)
14:32:45	23327/23327	---MCZ	200	added ('OK')	text/html	date:Wed,%2022%20Mar%202023%2009:02:35%20GMT	https://p.w3layouts.com/demosWTR/Freedom/30-11-2019/livin-freedom_demo_Free/1835362585/web/contact.html	C:/My%20Web%20Sites/livinhomedecore/p.w3layouts.com/demosWTR/Freedom/30-11-2019/livin-freedom_demo_Free/1835362585/web/contact.html	(from https://p.w3layouts.com/demosWTR/Freedom/30-11-2019/livin-freedom_demo_Free/1835362585/web/index.html)
14:32:45	69917/69917	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2030%20Nov%202019%2013:28:06%20GMT	https://p.w3layouts.com/demosWTR/Freedom/30-11-2019/livin-freedom_demo_Free/1835362585/web/assets/js/jquery-3.3.1.min.js	C:/My%20Web%20Sites/livinhomedecore/p.w3layouts.com/demosWTR/Freedom/30-11-2019/livin-freedom_demo_Free/1835362585/web/assets/js/jquery-3.3.1.min.js	(from https://p.w3layouts.com/demosWTR/Freedom/30-11-2019/livin-freedom_demo_Free/1835362585/web/index.html)
14:32:46	137158/137158	---M--	200	added ('OK')	image/jpeg	date:Sat,%2030%20Nov%202019%2013:28:06%20GMT	https://p.w3layouts.com/demosWTR/Freedom/30-11-2019/livin-freedom_demo_Free/1835362585/web/assets/images/1.jpg	C:/My%20Web%20Sites/livinhomedecore/p.w3layouts.com/demosWTR/Freedom/30-11-2019/livin-freedom_demo_Free/1835362585/web/assets/images/1.jpg	(from https://p.w3layouts.com/demosWTR/Freedom/30-11-2019/livin-freedom_demo_Free/1835362585/web/index.html)
14:32:47	221917/221917	---M--	200	added ('OK')	image/jpeg	date:Sat,%2030%20Nov%202019%2013:28:06%20GMT	https://p.w3layouts.com/demosWTR/Freedom/30-11-2019/livin-freedom_demo_Free/1835362585/web/assets/images/2.jpg	C:/My%20Web%20Sites/livinhomedecore/p.w3layouts.com/demosWTR/Freedom/30-11-2019/livin-freedom_demo_Free/1835362585/web/assets/images/2.jpg	(from https://p.w3layouts.com/demosWTR/Freedom/30-11-2019/livin-freedom_demo_Free/1835362585/web/index.html)
14:32:49	36350/36350	---M--	200	added ('OK')	image/jpeg	date:Sat,%2030%20Nov%202019%2013:28:06%20GMT	https://p.w3layouts.com/demosWTR/Freedom/30-11-2019/livin-freedom_demo_Free/1835362585/web/assets/images/g1.jpg	C:/My%20Web%20Sites/livinhomedecore/p.w3layouts.com/demosWTR/Freedom/30-11-2019/livin-freedom_demo_Free/1835362585/web/assets/images/g1.jpg	(from https://p.w3layouts.com/demosWTR/Freedom/30-11-2019/livin-freedom_demo_Free/1835362585/web/index.html)
14:32:50	105154/105154	---M--	200	added ('OK')	image/jpeg	date:Sat,%2030%20Nov%202019%2013:28:06%20GMT	https://p.w3layouts.com/demosWTR/Freedom/30-11-2019/livin-freedom_demo_Free/1835362585/web/assets/images/3.jpg	C:/My%20Web%20Sites/livinhomedecore/p.w3layouts.com/demosWTR/Freedom/30-11-2019/livin-freedom_demo_Free/1835362585/web/assets/images/3.jpg	(from https://p.w3layouts.com/demosWTR/Freedom/30-11-2019/livin-freedom_demo_Free/1835362585/web/index.html)
14:32:50	17382/17382	---M--	200	added ('OK')	image/jpeg	date:Sat,%2030%20Nov%202019%2013:28:06%20GMT	https://p.w3layouts.com/demosWTR/Freedom/30-11-2019/livin-freedom_demo_Free/1835362585/web/assets/images/g2.jpg	C:/My%20Web%20Sites/livinhomedecore/p.w3layouts.com/demosWTR/Freedom/30-11-2019/livin-freedom_demo_Free/1835362585/web/assets/images/g2.jpg	(from https://p.w3layouts.com/demosWTR/Freedom/30-11-2019/livin-freedom_demo_Free/1835362585/web/index.html)
14:32:50	46650/46650	---M--	200	added ('OK')	image/jpeg	date:Sat,%2030%20Nov%202019%2013:28:06%20GMT	https://p.w3layouts.com/demosWTR/Freedom/30-11-2019/livin-freedom_demo_Free/1835362585/web/assets/images/g3.jpg	C:/My%20Web%20Sites/livinhomedecore/p.w3layouts.com/demosWTR/Freedom/30-11-2019/livin-freedom_demo_Free/1835362585/web/assets/images/g3.jpg	(from https://p.w3layouts.com/demosWTR/Freedom/30-11-2019/livin-freedom_demo_Free/1835362585/web/index.html)
14:32:50	32164/32164	---M--	200	added ('OK')	image/jpeg	date:Sat,%2030%20Nov%202019%2013:28:06%20GMT	https://p.w3layouts.com/demosWTR/Freedom/30-11-2019/livin-freedom_demo_Free/1835362585/web/assets/images/g4.jpg	C:/My%20Web%20Sites/livinhomedecore/p.w3layouts.com/demosWTR/Freedom/30-11-2019/livin-freedom_demo_Free/1835362585/web/assets/images/g4.jpg	(from https://p.w3layouts.com/demosWTR/Freedom/30-11-2019/livin-freedom_demo_Free/1835362585/web/index.html)
14:32:51	49130/49130	---M--	200	added ('OK')	image/jpeg	date:Sat,%2030%20Nov%202019%2013:28:06%20GMT	https://p.w3layouts.com/demosWTR/Freedom/30-11-2019/livin-freedom_demo_Free/1835362585/web/assets/images/g5.jpg	C:/My%20Web%20Sites/livinhomedecore/p.w3layouts.com/demosWTR/Freedom/30-11-2019/livin-freedom_demo_Free/1835362585/web/assets/images/g5.jpg	(from https://p.w3layouts.com/demosWTR/Freedom/30-11-2019/livin-freedom_demo_Free/1835362585/web/index.html)
14:32:51	45077/45077	---M--	200	added ('OK')	image/jpeg	date:Sat,%2030%20Nov%202019%2013:28:06%20GMT	https://p.w3layouts.com/demosWTR/Freedom/30-11-2019/livin-freedom_demo_Free/1835362585/web/assets/images/g6.jpg	C:/My%20Web%20Sites/livinhomedecore/p.w3layouts.com/demosWTR/Freedom/30-11-2019/livin-freedom_demo_Free/1835362585/web/assets/images/g6.jpg	(from https://p.w3layouts.com/demosWTR/Freedom/30-11-2019/livin-freedom_demo_Free/1835362585/web/index.html)
14:32:51	45442/45442	---M--	200	added ('OK')	image/jpeg	date:Sat,%2030%20Nov%202019%2013:28:06%20GMT	https://p.w3layouts.com/demosWTR/Freedom/30-11-2019/livin-freedom_demo_Free/1835362585/web/assets/images/g7.jpg	C:/My%20Web%20Sites/livinhomedecore/p.w3layouts.com/demosWTR/Freedom/30-11-2019/livin-freedom_demo_Free/1835362585/web/assets/images/g7.jpg	(from https://p.w3layouts.com/demosWTR/Freedom/30-11-2019/livin-freedom_demo_Free/1835362585/web/index.html)
14:32:51	43669/43669	---M--	200	added ('OK')	image/jpeg	date:Sat,%2030%20Nov%202019%2013:28:06%20GMT	https://p.w3layouts.com/demosWTR/Freedom/30-11-2019/livin-freedom_demo_Free/1835362585/web/assets/images/g9.jpg	C:/My%20Web%20Sites/livinhomedecore/p.w3layouts.com/demosWTR/Freedom/30-11-2019/livin-freedom_demo_Free/1835362585/web/assets/images/g9.jpg	(from https://p.w3layouts.com/demosWTR/Freedom/30-11-2019/livin-freedom_demo_Free/1835362585/web/index.html)
14:32:52	89992/89992	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2030%20Nov%202019%2013:28:06%20GMT	https://p.w3layouts.com/demosWTR/Freedom/30-11-2019/livin-freedom_demo_Free/1835362585/web/assets/js/grids.owl.carousel.js	C:/My%20Web%20Sites/livinhomedecore/p.w3layouts.com/demosWTR/Freedom/30-11-2019/livin-freedom_demo_Free/1835362585/web/assets/js/grids.owl.carousel.js	(from https://p.w3layouts.com/demosWTR/Freedom/30-11-2019/livin-freedom_demo_Free/1835362585/web/index.html)
14:32:52	3217/3217	---M--	200	added ('OK')	image/png	date:Sat,%2030%20Nov%202019%2013:28:06%20GMT	https://p.w3layouts.com/demosWTR/Freedom/30-11-2019/livin-freedom_demo_Free/1835362585/web/assets/images/client1.png	C:/My%20Web%20Sites/livinhomedecore/p.w3layouts.com/demosWTR/Freedom/30-11-2019/livin-freedom_demo_Free/1835362585/web/assets/images/client1.png	(from https://p.w3layouts.com/demosWTR/Freedom/30-11-2019/livin-freedom_demo_Free/1835362585/web/index.html)
14:32:53	2706/2706	---M--	200	added ('OK')	image/png	date:Sat,%2030%20Nov%202019%2013:28:06%20GMT	https://p.w3layouts.com/demosWTR/Freedom/30-11-2019/livin-freedom_demo_Free/1835362585/web/assets/images/client2.png	C:/My%20Web%20Sites/livinhomedecore/p.w3layouts.com/demosWTR/Freedom/30-11-2019/livin-freedom_demo_Free/1835362585/web/assets/images/client2.png	(from https://p.w3layouts.com/demosWTR/Freedom/30-11-2019/livin-freedom_demo_Free/1835362585/web/index.html)
14:32:53	2205/2205	---M--	200	added ('OK')	image/png	date:Sat,%2030%20Nov%202019%2013:28:06%20GMT	https://p.w3layouts.com/demosWTR/Freedom/30-11-2019/livin-freedom_demo_Free/1835362585/web/assets/images/client3.png	C:/My%20Web%20Sites/livinhomedecore/p.w3layouts.com/demosWTR/Freedom/30-11-2019/livin-freedom_demo_Free/1835362585/web/assets/images/client3.png	(from https://p.w3layouts.com/demosWTR/Freedom/30-11-2019/livin-freedom_demo_Free/1835362585/web/index.html)
14:32:54	3078/3078	---M--	200	added ('OK')	image/png	date:Sat,%2030%20Nov%202019%2013:28:06%20GMT	https://p.w3layouts.com/demosWTR/Freedom/30-11-2019/livin-freedom_demo_Free/1835362585/web/assets/images/client4.png	C:/My%20Web%20Sites/livinhomedecore/p.w3layouts.com/demosWTR/Freedom/30-11-2019/livin-freedom_demo_Free/1835362585/web/assets/images/client4.png	(from https://p.w3layouts.com/demosWTR/Freedom/30-11-2019/livin-freedom_demo_Free/1835362585/web/index.html)
14:32:54	3614/3614	---M--	200	added ('OK')	image/png	date:Sat,%2030%20Nov%202019%2013:28:06%20GMT	https://p.w3layouts.com/demosWTR/Freedom/30-11-2019/livin-freedom_demo_Free/1835362585/web/assets/images/client5.png	C:/My%20Web%20Sites/livinhomedecore/p.w3layouts.com/demosWTR/Freedom/30-11-2019/livin-freedom_demo_Free/1835362585/web/assets/images/client5.png	(from https://p.w3layouts.com/demosWTR/Freedom/30-11-2019/livin-freedom_demo_Free/1835362585/web/index.html)
14:32:54	1836/1836	---M--	200	added ('OK')	image/png	date:Sat,%2030%20Nov%202019%2013:28:06%20GMT	https://p.w3layouts.com/demosWTR/Freedom/30-11-2019/livin-freedom_demo_Free/1835362585/web/assets/images/client6.png	C:/My%20Web%20Sites/livinhomedecore/p.w3layouts.com/demosWTR/Freedom/30-11-2019/livin-freedom_demo_Free/1835362585/web/assets/images/client6.png	(from https://p.w3layouts.com/demosWTR/Freedom/30-11-2019/livin-freedom_demo_Free/1835362585/web/index.html)
14:32:54	2966/2966	---M--	200	added ('OK')	image/png	date:Sat,%2030%20Nov%202019%2013:28:06%20GMT	https://p.w3layouts.com/demosWTR/Freedom/30-11-2019/livin-freedom_demo_Free/1835362585/web/assets/images/client7.png	C:/My%20Web%20Sites/livinhomedecore/p.w3layouts.com/demosWTR/Freedom/30-11-2019/livin-freedom_demo_Free/1835362585/web/assets/images/client7.png	(from https://p.w3layouts.com/demosWTR/Freedom/30-11-2019/livin-freedom_demo_Free/1835362585/web/index.html)
14:32:55	158040/158040	---M--	200	added ('OK')	image/jpeg	date:Sat,%2030%20Nov%202019%2013:28:06%20GMT	https://p.w3layouts.com/demosWTR/Freedom/30-11-2019/livin-freedom_demo_Free/1835362585/web/assets/images/4.jpg	C:/My%20Web%20Sites/livinhomedecore/p.w3layouts.com/demosWTR/Freedom/30-11-2019/livin-freedom_demo_Free/1835362585/web/assets/images/4.jpg	(from https://p.w3layouts.com/demosWTR/Freedom/30-11-2019/livin-freedom_demo_Free/1835362585/web/index.html)
14:32:56	165742/165742	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2030%20Nov%202019%2013:28:06%20GMT	https://p.w3layouts.com/demosWTR/Freedom/30-11-2019/livin-freedom_demo_Free/1835362585/web/assets/fonts/fontawesome-webfont.eot?v=4.7.0	C:/My%20Web%20Sites/livinhomedecore/p.w3layouts.com/demosWTR/Freedom/30-11-2019/livin-freedom_demo_Free/1835362585/web/assets/fonts/fontawesome-webfont3e6e.eot	(from https://p.w3layouts.com/demosWTR/Freedom/30-11-2019/livin-freedom_demo_Free/1835362585/web/assets/css/style-freedom.css)
14:32:56	165742/165742	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2030%20Nov%202019%2013:28:06%20GMT	https://p.w3layouts.com/demosWTR/Freedom/30-11-2019/livin-freedom_demo_Free/1835362585/web/assets/fonts/fontawesome-webfont.eot?	C:/My%20Web%20Sites/livinhomedecore/p.w3layouts.com/demosWTR/Freedom/30-11-2019/livin-freedom_demo_Free/1835362585/web/assets/fonts/fontawesome-webfontd41d.eot	(from https://p.w3layouts.com/demosWTR/Freedom/30-11-2019/livin-freedom_demo_Free/1835362585/web/assets/css/style-freedom.css)
14:32:56	77160/77160	---M--	200	added ('OK')	font/woff2	date:Sat,%2030%20Nov%202019%2013:28:06%20GMT	https://p.w3layouts.com/demosWTR/Freedom/30-11-2019/livin-freedom_demo_Free/1835362585/web/assets/fonts/fontawesome-webfont.woff2?v=4.7.0	C:/My%20Web%20Sites/livinhomedecore/p.w3layouts.com/demosWTR/Freedom/30-11-2019/livin-freedom_demo_Free/1835362585/web/assets/fonts/fontawesome-webfont3e6e.woff2	(from https://p.w3layouts.com/demosWTR/Freedom/30-11-2019/livin-freedom_demo_Free/1835362585/web/assets/css/style-freedom.css)
14:32:56	98024/98024	---M--	200	added ('OK')	font/woff	date:Sat,%2030%20Nov%202019%2013:28:06%20GMT	https://p.w3layouts.com/demosWTR/Freedom/30-11-2019/livin-freedom_demo_Free/1835362585/web/assets/fonts/fontawesome-webfont.woff?v=4.7.0	C:/My%20Web%20Sites/livinhomedecore/p.w3layouts.com/demosWTR/Freedom/30-11-2019/livin-freedom_demo_Free/1835362585/web/assets/fonts/fontawesome-webfont3e6e.woff	(from https://p.w3layouts.com/demosWTR/Freedom/30-11-2019/livin-freedom_demo_Free/1835362585/web/assets/css/style-freedom.css)
14:32:57	444379/444379	---MCZ	200	added ('OK')	image/svg+xml	date:Sat,%2030%20Nov%202019%2013:28:06%20GMT	https://p.w3layouts.com/demosWTR/Freedom/30-11-2019/livin-freedom_demo_Free/1835362585/web/assets/fonts/fontawesome-webfont.svg?v=4.7.0	C:/My%20Web%20Sites/livinhomedecore/p.w3layouts.com/demosWTR/Freedom/30-11-2019/livin-freedom_demo_Free/1835362585/web/assets/fonts/fontawesome-webfont3e6e.svg	(from https://p.w3layouts.com/demosWTR/Freedom/30-11-2019/livin-freedom_demo_Free/1835362585/web/assets/css/style-freedom.css)
14:32:57	165548/165548	---M--	200	added ('OK')	font/ttf	date:Sat,%2030%20Nov%202019%2013:28:06%20GMT	https://p.w3layouts.com/demosWTR/Freedom/30-11-2019/livin-freedom_demo_Free/1835362585/web/assets/fonts/fontawesome-webfont.ttf?v=4.7.0	C:/My%20Web%20Sites/livinhomedecore/p.w3layouts.com/demosWTR/Freedom/30-11-2019/livin-freedom_demo_Free/1835362585/web/assets/fonts/fontawesome-webfont3e6e.ttf	(from https://p.w3layouts.com/demosWTR/Freedom/30-11-2019/livin-freedom_demo_Free/1835362585/web/assets/css/style-freedom.css)
